"Gemeinde";"Flaeche";"Bevoelkerung"
"Freital, Stadt";40,46;39558
"Glashütte, Stadt";95,64;6657
"Heidenau, Stadt";11,07;16884
"Hohnstein, Stadt";64,64;3201
"Kreischa";28,92;4629
"Neustadt in Sachsen, Stadt";83,12;11888
"Rabenau, Stadt";30,73;4448
"Sebnitz, Stadt";88,23;9522
"Stolpen, Stadt";60,89;5559
"Wilsdruff, Stadt";81,6;14551
"Altenberg, Stadt";145,9;7870
"Hermsdorf/Erzgeb.";20,06;772
"Bad Gottleuba-Berggießhübel, Stadt";88,72;5541
"Bahretal";36,46;2149
"Liebstadt, Stadt";37,37;1268
"Bad Schandau, Stadt";46,78;3421
"Rathmannsdorf";4,37;920
"Reinhardtsdorf-Schöna";31,76;1298
"Dohna, Stadt";28,59;6249
"Müglitztal";21,01;1910
"Gohrisch";34,87;1760
"Königstein/Sächs. Schw., Stadt";27,05;2101
"Rathen, Kurort";3,56;347
"Rosenthal-Bielatal";46,6;1580
"Struppen";20,64;2442
"Lohmen";25,9;3092
"Stadt Wehlen, Stadt";10,85;1549
"Dohma";19,53;1995
"Pirna, Stadt";53,06;39054
"Hartmannsdorf-Reichenau";28,37;979
"Klingenberg";86,74;6840
"Dorfhain";6,25;1089
"Tharandt, Stadt";71,23;5471
"Leipzig, Stadt";297,8;616093
"Bennewitz";46,81;5101
"Böhlen, Stadt";25,27;6776
"Borna, Stadt";62,45;19470
"Borsdorf";15,64;8195
"Brandis, Stadt";34,89;9676
"Colditz, Stadt";84,09;8381
"Frohburg, Stadt";145,29;12305
"Geithain, Stadt";54,71;6797
"Grimma, Stadt";218,23;28205
"Groitzsch, Stadt";70,17;7551
"Großpösna";41,56;5508
"Kitzscher, Stadt";29,04;5182
"Lossatal";111,17;6178
"Machern";38,93;6767
"Markkleeberg, Stadt";31,47;24523
"Markranstädt, Stadt";58,46;16132
"Neukieritzsch";57,09;6926
"Regis-Breitingen, Stadt";26,37;3796
"Rötha, Stadt";45,41;6516
"Thallwitz";53,09;3544
"Trebsen/Mulde, Stadt";35,05;3762
"Wurzen, Stadt";69;16614
"Zwenkau, Stadt";46,3;9332
"Bad Lausick, Stadt";70,02;8191
"Otterwisch";22,76;1380
"Belgershain";22,8;3380
"Naunhof, Stadt";39,71;8839
"Parthenstein";35,05;3545
"Elstertrebnitz";11,66;1296
"Pegau, Stadt";48,77;6561
"Bad Düben, Stadt";45,8;7880
"Belgern-Schildau, Stadt";158,99;7577
"Cavertitz";69,17;2161
"Dahlen, Stadt";71,87;4171
"Delitzsch, Stadt";85,92;25244
"Doberschütz";77,77;4090
"Eilenburg, Stadt";46,85;16031
"Laußig";103,43;3536
"Liebschützberg";68,66;2937
"Löbnitz";37,39;2126
"Mockrehna";115,81;5011
"Mügeln, Stadt";55,08;5792
"Naundorf";36,93;2200
"Oschatz, Stadt";55,44;14195
"Rackwitz";35,85;5480
"Schkeuditz, Stadt";81,47;19189
"Taucha, Stadt";33,22;15816
"Wermsdorf";104,62;5239
"Wiedemar";95,55;5436
"Arzberg";58,57;1848
"Beilrode";93,28;4049
"Dommitzsch, Stadt";30,44;2400
"Elsnig";36,91;1378
"Trossin";79,68;1278
"Krostitz";43,22;4155
"Schönwölkau";49,41;2685
"Dreiheide";33,62;2133
"Torgau, Stadt";102,82;19802
"Jesewitz";52,44;3074
"Zschepplin";68,36;2911
"Dessau-Roßlau, Stadt";245,05;79655
"Halle (Saale), Stadt";135,03;242083
"Magdeburg, Landeshauptstadt";201,04;239364
"Arendsee (Altmark), Stadt";269,55;6797
"Gardelegen, Hansestadt";633,72;22054
"Kalbe (Milde), Stadt";272,84;7407
"Klötze, Stadt";278,76;9680
"Salzwedel, Hansestadt";304,57;23543
"Apenburg-Winterfeld, Flecken";59,31;1700
"Beetzendorf";98,01;3052
"Dähre";78,79;1411
"Diesdorf, Flecken";100,56;2267
"Jübar";70,94;1559
"Kuhfelde";45,59;1071
"Rohrberg";38,28;1031
"Wallstawe";44,08;885
"Aken (Elbe), Stadt";59,79;7304
"Bitterfeld-Wolfen, Stadt";87,03;37894
"Köthen (Anhalt), Stadt";77,44;25116
"Muldestausee";137,62;11624
"Osternienburger Land";138,76;8308
"Raguhn-Jeßnitz, Stadt";97,3;8861
"Sandersdorf-Brehna, Stadt";81,89;14375
"Südliches Anhalt, Stadt";192,63;13081
"Zerbst/Anhalt, Stadt";468,94;21519
"Zörbig, Stadt";113,69;9153
"Barleben";29,75;9238
"Haldensleben, Stadt";156,31;19267
"Hohe Börde";171,75;18805
"Niedere Börde";77,88;6979
"Oebisfelde-Weferlingen, Stadt";249,36;13566
"Oschersleben (Bode), Stadt";188,93;19704
"Sülzetal";103,81;8917
"Wanzleben-Börde, Stadt";188,15;13813
"Wolmirstedt, Stadt";54,27;11602
"Angern";64,21;1967
"Burgstall";116,45;1516
"Colbitz";71,93;3260
"Loitsche-Heinrichsberg";30,75;969
"Rogätz";23,92;2181
"Westheide";50,8;1718
"Zielitz";11,41;1858
"Altenhausen";43,17;1055
"Beendorf";6,83;837
"Bülstringen";25,39;890
"Calvörde";122,13;3392
"Erxleben";83,53;2788
"Flechtingen";73,45;2825
"Ingersleben";31,3;1333
"Eilsleben";55,61;3677
"Harbke";18,91;1823
"Hötensleben";60,93;3564
"Sommersdorf";29,32;1333
"Ummendorf";15,68;950
"Völpke";17,22;1229
"Wefensleben";12,63;1681
"Am Großen Bruch";50,12;2029
"Ausleben";33,34;1657
"Gröningen, Stadt";59,73;3573
"Kroppenstedt, Stadt";38,69;1397
"Elsteraue";79,95;7886
"Hohenmölsen, Stadt";75,32;9457
"Lützen, Stadt";96,49;8439
"Naumburg (Saale), Stadt";129,9;32289
"Teuchern, Stadt";81,36;7974
"Weißenfels, Stadt";113,57;39041
"Zeitz, Stadt";87,16;27976
"An der Poststraße";44,47;1666
"Bad Bibra, Stadt";49,77;2635
"Eckartsberga, Stadt";35,97;2275
"Finne";25,04;1149
"Finneland";29,45;1028
"Kaiserpfalz";41,12;1652
"Lanitz-Hassel-Tal";31,5;1050
"Droyßig";20,32;1910
"Gutenborn";33,92;1763
"Kretzschau";27,81;2376
"Schnaudertal";20,73;905
"Wetterzeube";41,46;1678
"Balgstädt";32,58;1078
"Freyburg (Unstrut), Stadt";46,56;4596
"Gleina";29,75;1177
"Goseck";14,56;1016
"Karsdorf";19,89;1453
"Laucha an der Unstrut, Stadt";31,17;2798
"Nebra (Unstrut), Stadt";25,43;3085
"Meineweh";25,25;1001
"Mertendorf";32,51;1579
"Molauer Land";33,94;1013
"Osterfeld, Stadt";27,61;2412
"Schönburg";14,6;1070
"Stößen, Stadt";7,29;908
"Wethau";7,68;877
"Ballenstedt, Stadt";87,04;8794
"Blankenburg (Harz), Stadt";148,98;19161
"Falkenstein/Harz, Stadt";102,97;5120
"Halberstadt, Stadt";142,97;40457
"Harzgerode, Stadt";164,68;7698
"Huy";167,33;7030
"Ilsenburg (Harz), Stadt";62,97;9477
"Nordharz";110,66;7784
"Oberharz am Brocken, Stadt";271,52;9754
"Osterwieck, Stadt";212,91;10898
"Quedlinburg, Welterbestadt";120,53;23313
"Thale, Stadt";137,67;16868
"Wernigerode, Stadt";170,2;32024
"Ditfurt";23,72;1463
"Groß Quenstedt";15,66;869
"Harsleben / Harschlewe";27,87;2169
"Hedersleben";16,47;1317
"Schwanebeck, Stadt";32,62;2402
"Selke-Aue";36,71;1337
"Wegeleben, Stadt";51,77;2446
"Biederitz";39,4;8744
"Burg, Stadt";164,26;22689
"Elbe-Parey";108,96;6432
"Genthin, Stadt";230,87;13685
"Gommern, Stadt";160,11;10485
"Jerichow, Stadt";270,06;6786
"Möckern, Stadt";524,85;12918
"Möser";80,58;8517
"Allstedt, Stadt";149,85;7553
"Arnstein, Stadt";121,62;6339
"Eisleben, Lutherstadt";143,94;22639
"Gerbstedt, Stadt";102,31;6790
"Hettstedt, Stadt";36,93;13678
"Mansfeld, Stadt";143,76;8432
"Sangerhausen, Stadt";207,71;25441
"Seegebiet Mansfelder Land";107,93;8812
"Südharz";236,38;9061
"Berga";25,67;1668
"Brücken-Hackpfüffel";16,65;973
"Edersleben";9,06;959
"Kelbra (Kyffhäuser), Stadt";40,56;3220
"Wallhausen";35,37;2406
"Ahlsdorf";5,1;1519
"Benndorf";5,77;1954
"Blankenheim";14,86;1134
"Bornstedt";9,31;790
"Helbra";9,27;3826
"Hergisdorf";9,54;1507
"Klostermansfeld";8,82;2237
"Wimmelburg";8,56;1096
"Bad Dürrenberg, Solestadt";36,15;11752
"Bad Lauchstädt, Goethestadt";85,4;8939
"Braunsbedra, Stadt";74,4;10401
"Kabelsketal";51,02;8981
"Landsberg, Stadt";125,44;15015
"Leuna, Stadt";87,85;14011
"Wettin-Löbejün, Stadt";127,14;9747
"Merseburg, Stadt";53,75;34335
"Mücheln (Geiseltal), Stadt";98,66;8542
"Petersberg";102,69;9366
"Querfurt, Stadt";155,62;10256
"Salzatal";109,39;11242
"Schkopau";99,72;10989
"Teutschenthal";90,67;12743
"Barnstädt";18,22;966
"Farnstädt";27,12;1480
"Nemsdorf-Göhrendorf";17,11;825
"Obhausen";37,38;2211
"Schraplau, Stadt";7,06;1073
"Steigra";29,65;1100
"Aschersleben, Stadt";156,36;26604
"Barby, Stadt";153,2;8129
"Bernburg (Saale), Stadt";113,55;32261
"Bördeland";92,39;7507
"Calbe (Saale), Stadt";56,7;8222
"Hecklingen, Stadt";95,34;6893
"Könnern, Stadt";125,36;8094
"Nienburg (Saale), Stadt";79,32;5966
"Schönebeck (Elbe), Stadt";86,08;30389
"Seeland, Stadt";78,93;7735
"Staßfurt, Stadt";146,67;24293
"Bördeaue";25,4;1788
"Börde-Hakel";38,63;3025
"Borne";15,32;1146
"Egeln, Stadt";29,23;3216
"Wolmirsleben";16,82;1362
"Alsleben (Saale), Stadt";23,7;2564
"Giersleben";20,18;944
"Güsten, Stadt";36,17;4038
"Ilberstedt";14,91;989
"Plötzkau";23,91;1255
"Bismark (Altmark), Stadt";289,49;7909
"Havelberg, Hansestadt";149,26;6465
"Osterburg (Altmark), Hansestadt";229,81;9580
"Stendal, Hansestadt";268,3;39105
"Tangerhütte, Stadt";295,17;10599
"Tangermünde, Stadt";89,99;10283
"Arneburg, Stadt";31,01;1447
"Eichstedt (Altmark)";32,81;861
"Goldbeck";26,85;1398
"Hassel";20,57;925
"Hohenberg-Krusemark";63,57;1196
"Iden";37,38;754
"Rochau";39,01;989
"Werben (Elbe), Hansestadt";53,12;957
"Kamern";67,97;1202
"Klietz";66,27;1786
"Sandau (Elbe), Stadt";18,58;829
"Schollene";65,33;1095
"Schönhausen (Elbe)";74,1;2094
"Wust-Fischbeck";68,23;1201
"Aland";92,37;1344
"Altmärkische Höhe";98,94;1813
"Altmärkische Wische";67,15;847
"Seehausen (Altmark), Hansestadt";107,04;4773
"Zehrental";72,33;839
"Annaburg, Stadt";225,63;6514
"Bad Schmiedeberg, Stadt";160,3;8107
"Coswig (Anhalt), Stadt";295,71;11488
"Gräfenhainichen, Stadt";159,55;11446
"Jessen (Elster), Stadt";352,29;14158
"Kemberg, Stadt";235,27;9467
"Oranienbaum-Wörlitz, Stadt";115,53;8067
"Wittenberg, Lutherstadt";240,7;45535
"Zahna-Elster, Stadt";148,67;9106
"Erfurt, Stadt";269,91;214969
"Gera, Stadt";152,18;93634
"Jena, Stadt";114,77;111191
"Suhl, Stadt";141,62;37009
"Weimar, Stadt";84,47;65620
"Heilbad Heiligenstadt, Stadt";70,87;17233
"Niederorschel";55,73;5498
"Leinefelde-Worbis, Stadt";115,79;20119
"Am Ohmberg";31,57;3626
"Sonnenstein";94,69;4400
"Dingelstädt, Stadt";59,39;6935
"Berlingerode";11,74;1231
"Brehme";5,3;1102
"Ecklingerode";8,12;702
"Ferna";4,43;545
"Tastungen";3,5;258
"Wehnde";9,7;384
"Teistungen";26,15;2463
"Breitenworbis";24,23;3133
"Buhla";8,74;472
"Gernrode";7,37;1484
"Haynrode";15,07;697
"Kirchworbis";5,45;1336
"Arenshausen";5,79;1016
"Bornhagen";6,57;257
"Burgwalde";4,96;228
"Freienhagen";4,11;287
"Fretterode";5,92;178
"Gerbershausen";7,55;594
"Hohengandern";6,84;608
"Kirchgandern";4,39;608
"Lindewerra";4,42;259
"Marth";4,88;321
"Rohrberg";3,57;226
"Rustenfelde";6,15;519
"Schachtebich";3,81;234
"Wahlhausen";7,22;280
"Bodenrode-Westhausen";14,63;1093
"Geisleden";16,58;975
"Glasehausen";2,61;146
"Heuthen";10,08;725
"Hohes Kreuz";18,01;1303
"Reinholterode";8,73;775
"Steinbach";8,46;529
"Wingerode";9,77;1147
"Asbach-Sickenberg";9,91;99
"Birkenfelde";8,39;529
"Dietzenrode/Vatterode";5,78;122
"Eichstruth";1,33;83
"Lenterode";4,26;312
"Lutter";9,86;719
"Mackenrode";3,8;305
"Röhrig";2,8;221
"Schönhagen";2,54;143
"Steinheuterode";2,53;293
"Thalwenden";3,36;342
"Uder";14;2688
"Wüstheuterode";4,93;565
"Büttstedt";7,52;878
"Effelder";10,94;1201
"Großbartloff";13,76;920
"Küllstedt";13,11;1323
"Wachstedt";17,47;447
"Dieterode";2,78;80
"Geismar";19,44;1057
"Kella";5,06;482
"Krombach";4,19;167
"Pfaffschwende";4,02;332
"Schwobfeld";2,52;106
"Sickerode";2;140
"Volkerode";6,86;232
"Wiesenfeld";7,69;228
"Schimberg";29,33;2151
"Ellrich, Stadt";69,41;5492
"Nordhausen, Stadt";108,24;41339
"Sollstedt";26,23;2965
"Hohenstein";61,09;2039
"Werther";61,8;3050
"Harztor";109,38;7474
"Görsbach";7,9;997
"Urbach";26,53;860
"Heringen/Helme, Stadt";66,91;4659
"Großlohra";18,45;849
"Kehmstedt";11,41;445
"Kleinfurra";18,61;1009
"Lipprechterode";9,78;484
"Niedergebra";9,99;619
"Bleicherode, Stadt";108,17;10163
"Barchfeld-Immelborn";23,98;4473
"Treffurt, Stadt";72,46;5834
"Unterbreizbach";30,03;3324
"Vacha, Stadt";44,41;5006
"Wutha-Farnroda";36,61;6436
"Gerstungen";149,98;9011
"Hörselberg-Hainich";142,09;6055
"Bad Liebenstein, Stadt";48,81;7735
"Krayenberggemeinde";31,63;5018
"Werra-Suhl-Tal, Stadt";77,67;6288
"Eisenach, Stadt";104,17;42408
"Berka v. d. Hainich";14,96;723
"Bischofroda";10,05;640
"Frankenroda";7,07;317
"Hallungen";3,98;184
"Krauthausen";18,48;1557
"Lauterbach";6,62;653
"Nazza";12,68;531
"Amt Creuzburg, Stadt";69,73;4628
"Bad Salzungen, Stadt";152,02;23013
"Leimbach";8,63;1722
"Buttlar";21,31;1236
"Geisa, Stadt";71,94;4823
"Gerstengrund";4,61;67
"Schleid";27,72;1012
"Ruhla, Stadt";38,55;5273
"Seebach";3,62;1760
"Dermbach";91,96;7143
"Empfertshausen";4,9;523
"Oechsen";12,53;605
"Weilar";14,32;810
"Wiesenthal";13,63;731
"Bad Langensalza, Stadt";129,37;17349
"Dünwald";28,89;2265
"Mühlhausen/Thüringen, Stadt";130,71;36226
"Unstruttal";44,58;3011
"Menteroda";27,35;1913
"Anrode";52,73;3151
"Bad Tennstedt, Stadt";27,42;2504
"Ballhausen";14,79;826
"Blankenburg";7,18;156
"Bruchstedt";6,8;291
"Haussömmern";6,48;210
"Hornsömmern";4,32;145
"Kirchheilingen";16,67;793
"Kutzleben";18,45;591
"Mittelsömmern";10,16;196
"Sundhausen";8,1;361
"Tottleben";5,07;133
"Urleben";8,18;376
"Großvargula";15,33;698
"Herbsleben";25,07;2890
"Rodeberg";26,68;2033
"Südeichsfeld";60,02;6440
"Kammerforst";16,93;816
"Oppershausen";8,61;287
"Vogtei";49,57;4260
"Schönstedt";22,75;1324
"Unstrut-Hainich";94,34;5187
"Körner";30,83;1621
"Marolterode";6,34;304
"Nottertal-Heilinger Höhen, Stadt";75,96;5899
"Bad Frankenhausen/Kyffhäuser, Stadt";91,06;9995
"Helbedündorf";96,37;2176
"Sondershausen, Stadt";201,21;21317
"Kyffhäuserland";129,01;3887
"Roßleben-Wiehe, Stadt";73,08;7219
"Greußen, Stadt";86,82;5793
"Clingen, Stadt";10,75;1051
"Niederbösa";4,63;118
"Oberbösa";11,98;312
"Topfstedt";10,78;553
"Trebra";7,94;292
"Wasserthaleben";8,49;374
"Westgreußen";8,46;379
"Abtsbessingen";14,09;488
"Bellstedt";4,77;161
"Ebeleben, Stadt";44,54;2678
"Freienbessingen";8,91;212
"Holzsußra";9,93;264
"Rockstedt";4,94;206
"Borxleben";5,35;280
"Gehofen";13,49;603
"Kalbsrieth";11,97;603
"Mönchpfiffel-Nikolausrieth";9,21;302
"Reinsdorf";11,17;812
"Artern, Stadt";45,05;6635
"Etzleben";6,15;263
"Oberheldrungen";12,46;744
"An der Schmücke, Stadt";95,28;5973
"Floh-Seligenthal";68,71;5898
"Oberhof, Stadt";23,4;1592
"Schmalkalden, Stadt";105,38;20065
"Steinbach-Hallenberg, Stadt";76,73;9408
"Brotterode-Trusetal, Stadt";49,68;5810
"Zella-Mehlis, Stadt";52,99;12514
"Rhönblick";78,72;2618
"Grabfeld";121,07;5582
"Birx";2,77;166
"Erbenhausen";20,7;574
"Frankenheim/Rhön";9,16;1040
"Oberweid";10,25;483
"Kaltennordheim, Stadt";94,41;5716
"Friedelshausen";6,9;295
"Mehmels";6,45;343
"Schwallungen";39,83;2222
"Wasungen, Stadt";89,08;5437
"Belrieth";9,93;333
"Christes";15,53;540
"Dillstädt";13,97;741
"Einhausen";5,33;408
"Ellingshausen";6,77;203
"Kühndorf";26,04;899
"Leutersdorf";8,39;210
"Neubrunn";9,24;488
"Obermaßfeld-Grimmenthal";5,59;1250
"Ritschenhausen";7,45;329
"Rohr";13,96;911
"Schwarza";13,51;1133
"Utendorf";8,09;426
"Vachdorf";15,89;744
"Meiningen, Stadt";105,64;24745
"Rippershausen";11,49;795
"Sülzfeld";17,39;837
"Untermaßfeld";10,79;1332
"Breitungen/Werra";44,87;4611
"Fambach";18,33;1980
"Rosa";9,47;674
"Roßdorf";17,27;587
"Friedrichroda, Stadt";36,87;7127
"Gotha, Stadt";69,58;46019
"Bad Tabarz";21,12;4202
"Tambach-Dietharz/Thür. Wald, Stadt";41,64;4318
"Waltershausen, Stadt";60,62;12650
"Nesse-Apfelstädt";39,59;5936
"Hörsel";70,44;4673
"Bienstädt";8,16;663
"Eschenbergen";12,68;715
"Friemar";9,38;991
"Molschleben";15,24;1009
"Nottleben";8,57;429
"Pferdingsleben";6,6;375
"Tröchtelborn";5,68;300
"Tüttleben";7,26;758
"Zimmernsupra";7,45;333
"Dachwig";12,71;1631
"Döllstädt";13,34;1082
"Gierstädt";10,6;784
"Großfahner";11,45;822
"Tonna";30,5;2912
"Luisenthal";30,58;1175
"Ohrdruf, Stadt";113,6;9613
"Schwabhausen";9,36;778
"Drei Gleichen";84,89;7935
"Sonneborn";16,47;1194
"Nessetal";91,54;7849
"Emleben";10,99;677
"Herrenhof";4,38;726
"Georgenthal";74,78;7265
"Kölleda, Stadt";89,52;6526
"Sömmerda, Stadt";87,56;19156
"Weißensee, Stadt";55,33;3633
"Buttstädt";104,8;6651
"Andisleben";6,82;587
"Gebesee, Stadt";24,08;2168
"Ringleben";6,56;480
"Walschleben";16,87;1785
"Büchel";6,58;237
"Griefstedt";5,1;241
"Günstedt";12,63;715
"Riethgen";6,81;242
"Kindelbrück";57,84;3747
"Großneuhausen";11,9;628
"Kleinneuhausen";8,49;447
"Ostramondra";18,43;460
"Rastenberg, Stadt";35,52;2506
"Gangloffsömmern";14,62;944
"Haßleben";14,36;983
"Riethnordhausen";12,41;1015
"Schwerstedt";12,64;574
"Straußfurt";21,85;2094
"Werningshausen";12,8;655
"Wundersleben";6,96;642
"Alperstedt";8,93;755
"Eckstedt";6,57;601
"Großmölsen";5,01;233
"Großrudestedt";23,9;1895
"Kleinmölsen";4,33;296
"Markvippach";9,13;550
"Nöda";6,44;801
"Ollendorf";9,16;425
"Schloßvippach";21,03;1347
"Sprötau";8,01;849
"Udestedt";16,32;763
"Vogelsberg";12,84;679
"Elxleben";12,21;2282
"Witterda";12,52;1054
"Eisfeld, Stadt";86,52;7412
"Hildburghausen, Stadt";72,89;11689
"Schleusegrund";58,99;2619
"Schleusingen, Stadt";125,59;10620
"Veilsdorf";30,9;2720
"Masserberg";36,07;2103
"Römhild, Stadt";122,45;6661
"Ahlstädt";2,34;129
"Beinerstadt";6,71;292
"Bischofrod";5,47;162
"Dingsleben";8,44;238
"Ehrenberg";2,08;179
"Eichenberg";4,5;159
"Grimmelshausen";4,21;177
"Grub";4,49;147
"Henfstädt";8,13;351
"Kloster Veßra";19,78;276
"Lengfeld";6,64;388
"Marisfeld";11,51;420
"Oberstadt";13,4;329
"Reurieth";16,2;772
"Schmeheim";4,73;255
"St.Bernhard";7,36;245
"Themar, Stadt";20,18;2744
"Schlechtsart";4,57;167
"Schweickershausen";9,75;174
"Straufhain";57,4;2738
"Ummerstadt, Stadt";15,73;457
"Westhausen";15,43;679
"Heldburg, Stadt";112,74;3362
"Brünn/Thür.";6,1;420
"Auengrund";37,11;2842
"Arnstadt, Stadt";104,99;28124
"Amt Wachsenburg";77,63;8001
"Ilmenau, Stadt";198,69;39127
"Stadtilm, Stadt";120,26;8311
"Geratal";82,33;8789
"Großbreitenbach, Stadt";80,76;5956
"Elgersburg";9,49;1221
"Martinroda";13,23;1177
"Plaue, Stadt";22,69;1978
"Alkersleben";7,09;296
"Bösleben-Wüllersleben";16,13;620
"Dornheim";7,99;558
"Elleben";17;888
"Elxleben";9,47;593
"Osthausen-Wülfershausen";14,75;509
"Witzleben";22,61;628
"Apolda, Stadt";46,26;23072
"Bad Berka, Stadt";55,32;7355
"Blankenhain, Stadt";113,75;6616
"Ilmtal-Weinstraße";84,7;6308
"Grammetal";88,28;6482
"Hohenfelden";8,45;376
"Klettbach";15,23;1292
"Kranichfeld, Stadt";23,1;3313
"Nauendorf";2,37;304
"Rittersdorf";8,78;272
"Tonndorf";10,12;650
"Buchfart";7,21;197
"Döbritschen";8,36;232
"Frankendorf";2,68;160
"Großschwabhausen";12,2;1058
"Hammerstedt";3,95;190
"Hetschburg";2,72;245
"Kapellendorf";5,39;435
"Kiliansroda";4;175
"Kleinschwabhausen";3,84;233
"Lehnstedt";6,49;337
"Magdala, Stadt";20,58;1987
"Mechelroda";4,36;266
"Mellingen";14,42;1505
"Oettern";3,61;125
"Umpferstedt";7,4;638
"Vollersroda";2,59;209
"Wiegendorf";4,04;332
"Bad Sulza, Stadt";91,14;7864
"Eberstedt";4,13;216
"Großheringen";6,04;634
"Niedertrebra";8,99;749
"Obertrebra";3,24;244
"Rannstedt";2,96;173
"Schmiedehausen";10,38;337
"Ballstedt";3,36;288
"Ettersburg";2,92;700
"Neumark, Stadt";8,67;486
"Am Ettersberg";92,44;7124
"Lauscha, Stadt";18,72;3188
"Schalkau, Stadt";44,02;3266
"Sonneberg, Stadt";84,69;23507
"Steinach, Stadt";26,35;3641
"Frankenblick";60,65;5617
"Föritztal";98,5;8418
"Goldisthal";19,69;358
"Neuhaus am Rennweg, Stadt";108,22;8927
"Bad Blankenburg, Stadt";35,62;6029
"Rudolstadt, Stadt";135,18;24749
"Saalfeld/Saale, Stadt";145,56;29224
"Leutenberg, Stadt";57,52;2027
"Uhlstädt-Kirchhasel";121,64;5505
"Unterwellenborn";63,05;8426
"Gräfenthal, Stadt";36,42;1878
"Lehesten, Stadt";35,94;1614
"Probstzella";74,34;2721
"Cursdorf";13,95;596
"Deesbach";6,14;328
"Döschnitz";6,31;217
"Katzhütte";28,87;1257
"Meura";12,67;391
"Rohrbach";3,89;182
"Schwarzburg";14,67;492
"Sitzendorf";2,52;740
"Unterweißbach";13,21;736
"Schwarzatal, Stadt";25,98;3393
"Altenbeuthen";7,88;213
"Hohenwarte";6,31;157
"Kaulsdorf";21,81;2338
"Drognitz";24,02;619
"Allendorf";8,78;338
"Bechstedt";3,48;148
"Königsee, Stadt";103,01;7176
"Kahla, Stadt";7,9;6806
"Crossen an der Elster";10,8;1607
"Hartmannsdorf";1,62;670
"Heideland";37,56;1744
"Rauda";3,07;289
"Silbitz";11,2;627
"Walpernhain";4,74;170
"Schkölen, Stadt";53,43;2586
"Bremsnitz";6,6;150
"Eineborn";7,83;320
"Geisenhain";4,59;197
"Gneus";8,1;144
"Großbockedra";4,53;162
"Karlsdorf";4,68;111
"Kleinbockedra";2,83;32
"Kleinebersdorf";4,01;180
"Lippersdorf-Erdmannsdorf";9,96;446
"Meusebach";6,12;88
"Oberbodnitz";6,43;228
"Ottendorf";4,38;400
"Rattelsdorf";3,67;74
"Rausdorf";3,14;195
"Renthendorf";11,59;391
"Tautendorf";5,25;144
"Tissa";4,03;128
"Trockenborn-Wolfersdorf";18,79;603
"Tröbnitz";2,14;459
"Unterbodnitz";5,51;191
"Waltersdorf";4,58;145
"Weißbach";5,29;127
"Altenberga";17,33;747
"Bibra";4,37;268
"Bucha";21,02;1155
"Eichenberg";11,53;368
"Freienorla";6,84;319
"Großeutersdorf";3,44;280
"Großpürschütz";3,92;372
"Gumperda";6,27;390
"Hummelshain";17,36;599
"Kleineutersdorf";5,52;330
"Laasdorf";4,02;553
"Lindig";4,53;226
"Milda";22,05;725
"Orlamünde, Stadt";7,47;1073
"Reinstädt";17,91;460
"Rothenstein";10,45;1142
"Schöps";4,35;244
"Seitenroda";4,02;202
"Sulza";3,97;267
"Zöllnitz";4,2;1034
"Hermsdorf, Stadt";7,49;8227
"Mörsdorf";6,85;546
"Reichenbach";4,78;849
"Schleifreisen";6,95;421
"St.Gangloff";9,41;1169
"Dornburg-Camburg, Stadt";30,77;5307
"Frauenprießnitz";18,48;814
"Golmsdorf";7,63;705
"Großlöbichau";6,24;717
"Hainichen";5,32;193
"Jenalöbnitz";3,96;155
"Lehesten";12,14;663
"Löberschütz";3,07;151
"Neuengönna";6,2;677
"Tautenburg";12,75;282
"Thierschneck";2,74;109
"Wichmar";5,38;220
"Zimmern";5,92;182
"Möckern";5,34;106
"Ruttersdorf-Lotschen";8,46;345
"Stadtroda, Stadt";24,18;6695
"Bürgel, Stadt";27,19;3033
"Graitschen b. Bürgel";4,66;409
"Nausnitz";1,42;75
"Poxdorf";4,04;90
"Eisenberg, Stadt";24,67;10957
"Gösen";3,13;206
"Hainspitz";5,29;654
"Mertendorf";3,79;140
"Petersberg";8,37;284
"Rauschwitz";8,77;211
"Albersdorf";2,82;310
"Bad Klosterlausnitz";16,59;3389
"Bobeck";7,04;271
"Scheiditz";1,68;62
"Schlöben";15,86;938
"Schöngleina";6,76;534
"Serba";7,07;699
"Tautenhain";8,96;904
"Waldeck";8,01;221
"Weißenborn";10,13;1146
"Hirschberg, Stadt";24,13;2168
"Bad Lobenstein, Stadt";48,92;5733
"Pößneck, Stadt";24,43;11752
"Schleiz, Stadt";108,21;8866
"Gefell, Stadt";45,22;2415
"Tanna, Stadt";87,35;3421
"Wurzbach, Stadt";72,32;2996
"Remptendorf";97,81;3333
"Saalburg-Ebersdorf, Stadt";72,05;3319
"Rosenthal am Rennsteig";56,49;3863
"Dittersdorf";15,67;462
"Görkwitz";5,85;319
"Göschitz";7,83;202
"Kirschkau";6;194
"Löhma";10,46;287
"Moßbach";9,73;400
"Neundorf (bei Schleiz)";7,97;262
"Oettersdorf";10,34;806
"Plothen";8,24;263
"Pörmitz";6,36;167
"Tegau";7,16;382
"Volkmannsdorf";9,52;234
"Bodelwitz";4,61;575
"Döbritz";3,12;169
"Gertewitz";4,21;121
"Grobengereuth";5,64;190
"Langenorla";22,58;1196
"Lausnitz b. Neustadt an der Orla";8,55;306
"Nimritz";2,13;336
"Oberoppurg";5,07;155
